Order_ID,Product,Category,Price,Quantity,City
158,Tablet,Electronics,49422,5,Delhi
159,Laptop,Electronics,14000,3,Hyderabad
160,Tablet,Electronics,5787,2,Chennai
161,Watch,Fashion,30137,2,Hyderabad
162,Laptop,Electronics,58959,3,Kolkata
163,Tablet,Electronics,46816,4,Hyderabad
164,Shoes,Fashion,10345,5,Bangalore
165,Watch,Fashion,14435,5,Delhi
166,Headphones,Electronics,39230,1,Pune
167,Tablet,Electronics,33799,3,Mumbai
168,Phone,Electronics,55795,2,Bangalore
169,Phone,Electronics,27494,4,Delhi
170,Headphones,Electronics,41356,5,Hyderabad
171,Shoes,Fashion,7950,1,Hyderabad
172,Phone,Electronics,39804,1,Chennai
173,Phone,Electronics,2078,2,Bangalore
174,Watch,Fashion,52336,5,Kolkata
175,Shoes,Fashion,22736,1,Delhi
176,Headphones,Electronics,49953,2,Hyderabad
177,Phone,Electronics,40693,2,Bangalore
178,Headphones,Electronics,750,2,Mumbai
179,Laptop,Electronics,53517,3,Pune
180,Phone,Electronics,10087,1,Delhi
181,Tablet,Electronics,12803,1,Pune
182,Tablet,Electronics,54706,1,Pune
183,Watch,Fashion,3752,3,Mumbai
184,Laptop,Electronics,17291,3,Pune
185,Watch,Fashion,16417,4,Bangalore
186,Laptop,Electronics,45854,5,Bangalore
187,Tablet,Electronics,45726,1,Hyderabad
188,Tablet,Electronics,46468,2,Pune
189,Tablet,Electronics,649,2,Delhi
190,Shoes,Fashion,2285,1,Bangalore
191,Phone,Electronics,34195,1,Kolkata
192,Shoes,Fashion,35444,5,Kolkata
193,Tablet,Electronics,57372,1,Hyderabad
194,Watch,Fashion,42625,2,Mumbai
195,Headphones,Electronics,8631,4,Bangalore
196,Phone,Electronics,17193,2,Hyderabad
197,Headphones,Electronics,27068,1,Kolkata
198,Phone,Electronics,30108,2,Pune
199,Tablet,Electronics,27973,5,Kolkata
200,Shoes,Fashion,21142,3,Chennai
201,Tablet,Electronics,19223,4,Bangalore
202,Headphones,Electronics,1446,4,Chennai
203,Tablet,Electronics,56676,1,Kolkata
204,Shoes,Fashion,10474,2,Delhi
205,Shoes,Fashion,29010,5,Kolkata
206,Watch,Fashion,4044,5,Bangalore
207,Headphones,Electronics,7885,3,Chennai
208,Laptop,Electronics,24595,2,Mumbai
209,Phone,Electronics,5715,5,Delhi
210,Headphones,Electronics,4443,3,Bangalore
211,Shoes,Fashion,5024,5,Kolkata
212,Headphones,Electronics,26043,1,Hyderabad
213,Phone,Electronics,25224,2,Pune
214,Headphones,Electronics,15013,4,Chennai
215,Shoes,Fashion,19322,5,Hyderabad
216,Tablet,Electronics,19422,5,Chennai
217,Watch,Fashion,14143,3,Hyderabad
218,Headphones,Electronics,4350,2,Bangalore
219,Watch,Fashion,16358,1,Bangalore
220,Phone,Electronics,31257,2,Kolkata
221,Headphones,Electronics,54236,1,Delhi
222,Watch,Fashion,54886,1,Kolkata
223,Watch,Fashion,1703,3,Pune
224,Shoes,Fashion,28735,3,Delhi
225,Shoes,Fashion,35356,4,Kolkata
226,Tablet,Electronics,49991,3,Hyderabad
227,Tablet,Electronics,13310,3,Mumbai
228,Phone,Electronics,24917,4,Chennai
229,Watch,Fashion,21302,4,Mumbai
230,Shoes,Fashion,58776,2,Chennai
231,Tablet,Electronics,30825,2,Delhi
232,Phone,Electronics,1081,4,Bangalore
233,Headphones,Electronics,23035,1,Hyderabad
234,Phone,Electronics,13601,2,Mumbai
235,Tablet,Electronics,42848,1,Hyderabad
236,Phone,Electronics,47737,3,Hyderabad
237,Headphones,Electronics,5927,5,Hyderabad
238,Shoes,Fashion,46361,4,Chennai
239,Tablet,Electronics,54267,1,Bangalore
240,Headphones,Electronics,30979,4,Hyderabad
241,Watch,Fashion,12765,1,Hyderabad
242,Watch,Fashion,59466,1,Kolkata
243,Watch,Fashion,26691,3,Delhi
244,Phone,Electronics,41265,1,Delhi
245,Headphones,Electronics,22725,3,Mumbai
246,Headphones,Electronics,23415,5,Bangalore
247,Shoes,Fashion,28664,3,Delhi
248,Phone,Electronics,2229,2,Kolkata
249,Laptop,Electronics,22133,4,Mumbai
250,Watch,Fashion,50952,3,Pune
251,Headphones,Electronics,42895,5,Chennai
252,Shoes,Fashion,6974,3,Delhi
253,Headphones,Electronics,18537,5,Hyderabad
254,Watch,Fashion,8055,4,Bangalore
255,Phone,Electronics,26717,3,Bangalore
256,Shoes,Fashion,4460,3,Chennai
257,Laptop,Electronics,22096,4,Chennai
258,Shoes,Fashion,23615,4,Chennai
259,Shoes,Fashion,48923,5,Bangalore
260,Laptop,Electronics,9073,4,Delhi
261,Watch,Fashion,28070,4,Pune
262,Headphones,Electronics,7830,2,Pune
263,Watch,Fashion,28374,5,Mumbai
264,Laptop,Electronics,55579,2,Kolkata
265,Watch,Fashion,40119,2,Hyderabad
266,Tablet,Electronics,51166,4,Bangalore
267,Phone,Electronics,58556,5,Delhi
268,Shoes,Fashion,30873,3,Delhi
269,Shoes,Fashion,37776,5,Pune
270,Laptop,Electronics,57311,2,Pune
271,Shoes,Fashion,49901,1,Delhi
272,Tablet,Electronics,38233,2,Pune
273,Shoes,Fashion,42806,2,Chennai
274,Phone,Electronics,46649,2,Hyderabad
275,Tablet,Electronics,58320,2,Kolkata
276,Laptop,Electronics,40335,1,Kolkata
277,Laptop,Electronics,48297,1,Delhi
278,Tablet,Electronics,53152,2,Mumbai
279,Watch,Fashion,1307,5,Kolkata
280,Shoes,Fashion,44333,4,Mumbai
281,Tablet,Electronics,9402,5,Pune
282,Laptop,Electronics,21046,4,Hyderabad
283,Shoes,Fashion,31594,4,Chennai
284,Laptop,Electronics,25540,2,Kolkata
285,Headphones,Electronics,24894,2,Pune
286,Tablet,Electronics,32091,5,Delhi
287,Watch,Fashion,25066,4,Pune
288,Shoes,Fashion,49953,4,Hyderabad
289,Shoes,Fashion,9039,5,Bangalore
290,Watch,Fashion,15093,5,Kolkata
291,Phone,Electronics,1395,5,Pune
292,Headphones,Electronics,57290,2,Kolkata
293,Watch,Fashion,16494,3,Hyderabad
294,Laptop,Electronics,14889,4,Mumbai
295,Watch,Fashion,49191,5,Bangalore
296,Laptop,Electronics,38516,2,Chennai
297,Shoes,Fashion,39199,2,Pune
298,Shoes,Fashion,8375,4,Delhi
299,Phone,Electronics,57574,2,Bangalore
300,Headphones,Electronics,33811,1,Delhi
301,Shoes,Fashion,12845,4,Bangalore
302,Headphones,Electronics,15438,2,Delhi
303,Laptop,Electronics,4198,3,Kolkata
304,Watch,Fashion,44130,4,Hyderabad
305,Phone,Electronics,8701,4,Chennai
306,Headphones,Electronics,23695,3,Kolkata
307,Tablet,Electronics,41288,3,Mumbai
308,Laptop,Electronics,22893,5,Delhi
309,Headphones,Electronics,24169,3,Delhi
310,Shoes,Fashion,15322,2,Hyderabad
311,Phone,Electronics,50553,1,Chennai
312,Laptop,Electronics,43857,4,Mumbai
313,Headphones,Electronics,54953,3,Hyderabad
314,Laptop,Electronics,19122,1,Bangalore
315,Phone,Electronics,37685,3,Kolkata
316,Phone,Electronics,11435,1,Delhi
317,Tablet,Electronics,45716,3,Hyderabad
318,Tablet,Electronics,6908,4,Bangalore
319,Phone,Electronics,4777,2,Kolkata
320,Laptop,Electronics,7069,1,Chennai
321,Phone,Electronics,54792,2,Pune
322,Headphones,Electronics,55644,5,Pune
323,Laptop,Electronics,16143,5,Delhi
324,Watch,Fashion,30051,1,Mumbai
325,Laptop,Electronics,11236,4,Pune
326,Phone,Electronics,29112,2,Hyderabad
327,Laptop,Electronics,43926,5,Bangalore
328,Phone,Electronics,16002,3,Kolkata
329,Watch,Fashion,56717,1,Kolkata
330,Headphones,Electronics,44589,4,Bangalore
331,Tablet,Electronics,57100,5,Mumbai
332,Tablet,Electronics,15023,4,Pune
333,Laptop,Electronics,21799,3,Chennai
334,Watch,Fashion,44153,1,Hyderabad
335,Headphones,Electronics,38482,4,Hyderabad
336,Laptop,Electronics,48315,5,Kolkata
337,Tablet,Electronics,2795,3,Delhi
338,Shoes,Fashion,3027,2,Pune
339,Phone,Electronics,52011,4,Hyderabad
340,Shoes,Fashion,28730,3,Mumbai
341,Watch,Fashion,8305,4,Pune
342,Laptop,Electronics,33485,3,Chennai
343,Laptop,Electronics,1160,4,Pune
344,Headphones,Electronics,34077,1,Hyderabad
345,Watch,Fashion,33420,3,Delhi
346,Shoes,Fashion,19296,3,Pune
347,Headphones,Electronics,7197,3,Kolkata
348,Headphones,Electronics,13408,4,Chennai
349,Tablet,Electronics,16700,5,Mumbai
350,Headphones,Electronics,48444,4,Chennai
351,Laptop,Electronics,24571,1,Mumbai
352,Tablet,Electronics,33888,2,Chennai
353,Watch,Fashion,17197,4,Pune
354,Phone,Electronics,16252,1,Delhi
355,Watch,Fashion,14921,2,Chennai
356,Tablet,Electronics,51882,2,Chennai
357,Headphones,Electronics,51941,2,Mumbai
358,Tablet,Electronics,42636,3,Hyderabad
359,Laptop,Electronics,46642,2,Chennai
360,Watch,Fashion,3199,4,Delhi
361,Phone,Electronics,42957,3,Kolkata
362,Tablet,Electronics,20868,5,Mumbai
363,Phone,Electronics,30048,4,Bangalore
364,Headphones,Electronics,54898,4,Pune
365,Phone,Electronics,2704,3,Hyderabad
366,Watch,Fashion,37492,3,Kolkata
367,Watch,Fashion,44929,2,Delhi
368,Headphones,Electronics,21735,3,Pune
369,Laptop,Electronics,24282,5,Chennai
370,Shoes,Fashion,21180,4,Delhi
371,Shoes,Fashion,2870,4,Bangalore
372,Shoes,Fashion,2177,3,Hyderabad
373,Tablet,Electronics,49201,2,Pune
374,Phone,Electronics,30004,5,Delhi
375,Watch,Fashion,14430,3,Bangalore
376,Phone,Electronics,26706,1,Bangalore
377,Tablet,Electronics,17584,4,Delhi
378,Shoes,Fashion,16906,3,Hyderabad
379,Tablet,Electronics,56287,1,Chennai
380,Tablet,Electronics,38740,1,Chennai
381,Watch,Fashion,58392,4,Delhi
382,Watch,Fashion,38125,4,Chennai
383,Headphones,Electronics,6032,4,Bangalore
384,Laptop,Electronics,40473,2,Delhi
385,Headphones,Electronics,30645,3,Hyderabad
386,Shoes,Fashion,5789,2,Bangalore
387,Watch,Fashion,17733,2,Pune
388,Headphones,Electronics,20763,4,Hyderabad
389,Shoes,Fashion,15839,5,Delhi
390,Tablet,Electronics,27015,5,Mumbai
391,Phone,Electronics,10677,3,Hyderabad
392,Tablet,Electronics,35425,4,Chennai
393,Tablet,Electronics,51849,1,Bangalore
394,Watch,Fashion,51539,2,Kolkata
395,Headphones,Electronics,2047,5,Mumbai
396,Watch,Fashion,33445,2,Kolkata
397,Phone,Electronics,48844,3,Kolkata
398,Headphones,Electronics,51440,5,Hyderabad
399,Tablet,Electronics,42244,2,Chennai
400,Watch,Fashion,53046,2,Bangalore
401,Shoes,Fashion,10353,1,Kolkata
402,Shoes,Fashion,32661,3,Hyderabad
403,Shoes,Fashion,50643,2,Chennai
404,Shoes,Fashion,15250,5,Pune
405,Phone,Electronics,43228,5,Hyderabad
406,Shoes,Fashion,33320,1,Kolkata
407,Shoes,Fashion,19199,4,Mumbai
408,Tablet,Electronics,49615,5,Bangalore
409,Laptop,Electronics,56035,4,Bangalore
410,Laptop,Electronics,25105,1,Delhi
411,Watch,Fashion,34227,3,Kolkata
412,Tablet,Electronics,43581,3,Kolkata
413,Headphones,Electronics,6368,3,Pune
414,Shoes,Fashion,18262,4,Hyderabad
415,Watch,Fashion,19126,5,Mumbai
416,Headphones,Electronics,22797,5,Delhi
417,Laptop,Electronics,26154,3,Mumbai
418,Phone,Electronics,10636,5,Chennai
419,Laptop,Electronics,43240,5,Mumbai
420,Headphones,Electronics,22355,2,Kolkata
421,Watch,Fashion,42113,1,Delhi
422,Laptop,Electronics,2400,2,Mumbai
423,Phone,Electronics,42317,3,Bangalore
424,Headphones,Electronics,56112,1,Pune
425,Headphones,Electronics,17345,1,Chennai
426,Phone,Electronics,40148,4,Bangalore
427,Tablet,Electronics,8308,3,Mumbai
428,Laptop,Electronics,39194,5,Pune
429,Laptop,Electronics,51029,3,Bangalore
430,Tablet,Electronics,12661,4,Hyderabad
431,Watch,Fashion,55280,4,Chennai
432,Shoes,Fashion,43720,2,Bangalore
433,Headphones,Electronics,58059,2,Mumbai
434,Shoes,Fashion,24840,5,Kolkata
435,Shoes,Fashion,42115,4,Bangalore
436,Watch,Fashion,27350,5,Pune
437,Watch,Fashion,17222,3,Kolkata
438,Tablet,Electronics,41989,4,Delhi
439,Laptop,Electronics,4968,5,Pune
440,Phone,Electronics,23598,2,Chennai
441,Tablet,Electronics,19819,5,Chennai
442,Headphones,Electronics,6185,5,Chennai
443,Headphones,Electronics,43495,2,Hyderabad
444,Phone,Electronics,42433,5,Kolkata
445,Watch,Fashion,3426,5,Mumbai
446,Phone,Electronics,34549,1,Pune
447,Tablet,Electronics,58273,1,Chennai
448,Shoes,Fashion,15110,3,Bangalore
449,Shoes,Fashion,56948,2,Delhi
450,Phone,Electronics,20693,2,Mumbai
451,Shoes,Fashion,11874,5,Mumbai
452,Shoes,Fashion,30475,4,Pune
453,Laptop,Electronics,3327,1,Hyderabad
454,Laptop,Electronics,13169,4,Mumbai
455,Headphones,Electronics,19261,5,Hyderabad
456,Phone,Electronics,37658,3,Delhi
457,Phone,Electronics,50550,4,Pune
458,Tablet,Electronics,15368,4,Chennai
459,Tablet,Electronics,18230,3,Chennai
460,Watch,Fashion,38092,3,Kolkata
461,Headphones,Electronics,40633,1,Hyderabad
462,Headphones,Electronics,27956,5,Chennai
463,Headphones,Electronics,46551,5,Hyderabad
464,Laptop,Electronics,27857,1,Kolkata
465,Headphones,Electronics,31387,3,Pune
466,Phone,Electronics,30497,3,Mumbai
467,Laptop,Electronics,37651,5,Kolkata
468,Laptop,Electronics,20440,3,Pune
469,Watch,Fashion,816,1,Chennai
470,Headphones,Electronics,23130,4,Hyderabad
471,Watch,Fashion,917,5,Delhi
472,Tablet,Electronics,45556,1,Delhi
473,Watch,Fashion,12366,1,Bangalore
474,Laptop,Electronics,52218,5,Delhi
475,Watch,Fashion,38606,2,Delhi
476,Shoes,Fashion,6126,5,Delhi
477,Tablet,Electronics,30865,1,Chennai
478,Shoes,Fashion,59841,3,Hyderabad
479,Phone,Electronics,42444,5,Kolkata
480,Laptop,Electronics,7608,3,Delhi
481,Tablet,Electronics,52807,1,Mumbai
482,Watch,Fashion,4331,4,Pune
483,Headphones,Electronics,41365,5,Mumbai
484,Shoes,Fashion,53610,4,Hyderabad
485,Shoes,Fashion,11375,4,Mumbai
486,Shoes,Fashion,25842,4,Delhi
487,Shoes,Fashion,39254,1,Hyderabad
488,Headphones,Electronics,3150,1,Kolkata
489,Phone,Electronics,40748,3,Mumbai
490,Tablet,Electronics,49932,4,Pune
491,Phone,Electronics,6837,4,Bangalore
492,Shoes,Fashion,24933,4,Chennai
493,Laptop,Electronics,24598,4,Hyderabad
494,Tablet,Electronics,47299,3,Chennai
495,Watch,Fashion,55467,3,Bangalore
496,Headphones,Electronics,8921,3,Mumbai
497,Laptop,Electronics,35086,4,Kolkata
498,Laptop,Electronics,44259,4,Bangalore
499,Headphones,Electronics,31506,3,Hyderabad
500,Laptop,Electronics,30447,4,Kolkata
501,Headphones,Electronics,25756,1,Pune
502,Shoes,Fashion,22792,4,Mumbai
503,Headphones,Electronics,55261,4,Kolkata
504,Phone,Electronics,18450,3,Delhi
505,Laptop,Electronics,36056,1,Bangalore
506,Tablet,Electronics,19151,1,Kolkata
507,Headphones,Electronics,15185,1,Hyderabad
508,Headphones,Electronics,17630,4,Pune
509,Laptop,Electronics,55347,5,Bangalore
510,Watch,Fashion,25390,2,Kolkata
511,Phone,Electronics,6567,2,Delhi
512,Headphones,Electronics,48037,3,Mumbai
513,Watch,Fashion,21554,1,Kolkata
514,Laptop,Electronics,40057,3,Chennai
515,Tablet,Electronics,35611,3,Bangalore
516,Phone,Electronics,52118,2,Mumbai
517,Phone,Electronics,55250,2,Delhi
518,Laptop,Electronics,21295,4,Kolkata
519,Headphones,Electronics,45103,2,Hyderabad
520,Headphones,Electronics,2545,1,Pune
521,Shoes,Fashion,10446,3,Bangalore
522,Shoes,Fashion,41881,2,Hyderabad
523,Headphones,Electronics,13846,3,Bangalore
524,Phone,Electronics,56360,2,Kolkata
525,Shoes,Fashion,41041,4,Bangalore
526,Laptop,Electronics,9834,2,Mumbai
527,Laptop,Electronics,54128,5,Mumbai
528,Phone,Electronics,53940,2,Chennai
529,Shoes,Fashion,47840,1,Chennai
530,Watch,Fashion,11180,2,Kolkata
531,Headphones,Electronics,35613,5,Pune
532,Shoes,Fashion,44540,1,Chennai
533,Tablet,Electronics,26097,2,Bangalore
534,Headphones,Electronics,49085,1,Mumbai
535,Tablet,Electronics,16159,3,Chennai
536,Headphones,Electronics,29256,4,Pune
537,Laptop,Electronics,7664,3,Hyderabad
538,Watch,Fashion,35316,2,Bangalore
539,Tablet,Electronics,25794,1,Pune
540,Headphones,Electronics,24000,1,Hyderabad
541,Phone,Electronics,33264,5,Bangalore
542,Watch,Fashion,1352,1,Hyderabad
543,Shoes,Fashion,51480,4,Hyderabad
544,Laptop,Electronics,31299,2,Chennai
545,Laptop,Electronics,50660,2,Kolkata
546,Headphones,Electronics,53966,4,Chennai
547,Headphones,Electronics,7922,5,Bangalore
548,Shoes,Fashion,8509,3,Hyderabad
549,Headphones,Electronics,25763,2,Mumbai
550,Watch,Fashion,17632,2,Chennai
551,Phone,Electronics,20583,5,Delhi
552,Headphones,Electronics,39011,4,Delhi
553,Laptop,Electronics,55161,5,Mumbai
554,Laptop,Electronics,28158,5,Hyderabad
555,Watch,Fashion,2867,4,Hyderabad
556,Headphones,Electronics,40483,5,Mumbai
557,Phone,Electronics,36090,1,Hyderabad
558,Phone,Electronics,34088,1,Hyderabad
559,Shoes,Fashion,40830,2,Pune
560,Headphones,Electronics,2147,3,Delhi
561,Tablet,Electronics,31872,2,Mumbai
562,Tablet,Electronics,37010,2,Hyderabad
563,Shoes,Fashion,14299,3,Hyderabad
564,Tablet,Electronics,51522,2,Mumbai
565,Tablet,Electronics,826,4,Pune
566,Tablet,Electronics,38126,4,Chennai
567,Headphones,Electronics,22802,2,Kolkata
568,Phone,Electronics,37907,3,Pune
569,Laptop,Electronics,3585,5,Mumbai
570,Phone,Electronics,13836,4,Mumbai
571,Tablet,Electronics,35498,1,Kolkata
572,Shoes,Fashion,36660,3,Delhi
573,Shoes,Fashion,7251,4,Hyderabad
574,Laptop,Electronics,27692,3,Delhi
575,Laptop,Electronics,39622,1,Hyderabad
576,Phone,Electronics,18639,2,Hyderabad
577,Phone,Electronics,6984,1,Bangalore
578,Shoes,Fashion,49008,2,Delhi
579,Laptop,Electronics,54645,3,Hyderabad
580,Shoes,Fashion,50496,1,Hyderabad
581,Phone,Electronics,20021,3,Bangalore
582,Laptop,Electronics,50720,2,Hyderabad
583,Headphones,Electronics,26915,3,Pune
584,Laptop,Electronics,23355,5,Pune
585,Shoes,Fashion,14276,4,Hyderabad
586,Shoes,Fashion,30591,5,Delhi
587,Shoes,Fashion,22634,1,Pune
588,Tablet,Electronics,11889,1,Delhi
589,Laptop,Electronics,31369,2,Chennai
590,Tablet,Electronics,7545,4,Bangalore
591,Tablet,Electronics,59633,4,Chennai
592,Headphones,Electronics,6829,4,Pune
593,Shoes,Fashion,13037,2,Hyderabad
594,Shoes,Fashion,23826,4,Hyderabad
595,Headphones,Electronics,33024,1,Delhi
596,Laptop,Electronics,54913,1,Mumbai
597,Laptop,Electronics,44460,2,Kolkata
598,Tablet,Electronics,54806,4,Delhi
599,Tablet,Electronics,30386,1,Pune
600,Phone,Electronics,7092,2,Delhi
601,Watch,Fashion,22959,3,Kolkata
602,Watch,Fashion,54600,2,Kolkata
603,Watch,Fashion,22743,2,Bangalore
604,Phone,Electronics,28906,1,Mumbai
605,Phone,Electronics,44993,4,Mumbai
606,Laptop,Electronics,55461,4,Hyderabad
607,Laptop,Electronics,17544,1,Hyderabad
608,Shoes,Fashion,44696,5,Bangalore
609,Watch,Fashion,11591,5,Delhi
610,Headphones,Electronics,44992,3,Hyderabad
611,Headphones,Electronics,46210,3,Delhi
612,Laptop,Electronics,4725,5,Chennai
613,Tablet,Electronics,10258,2,Mumbai
614,Phone,Electronics,43399,3,Mumbai
615,Laptop,Electronics,57720,1,Hyderabad
616,Laptop,Electronics,34932,4,Delhi
617,Headphones,Electronics,37599,1,Chennai
618,Headphones,Electronics,17567,3,Chennai
619,Laptop,Electronics,53859,1,Pune
620,Shoes,Fashion,4452,3,Chennai
621,Watch,Fashion,16831,2,Kolkata
622,Watch,Fashion,53999,4,Pune
623,Laptop,Electronics,31456,5,Mumbai
624,Laptop,Electronics,20285,3,Hyderabad
625,Watch,Fashion,48903,4,Hyderabad
